id,loss
4,1561.92481021
6,1933.06918805
9,9663.24910693
12,6946.33988386
15,798.360066039
17,2411.29167392
21,2104.35904759
28,840.000683031
32,2841.9872552
43,3076.71345378
46,2937.80633132
50,924.386937319
54,1208.14686422
62,1991.04531393
70,2244.35651982
71,5085.12398013
75,2136.89849059
77,2394.72207308
81,2497.58581239
83,2424.03245537
87,1861.72325684
97,1689.50367425
103,1092.58052683
119,1043.70377291
120,1806.80883658
127,972.613487782
138,5010.79099227
141,3458.23187961
148,727.90883022
150,2475.43847149
151,2258.99113933
158,1470.65943916
160,5937.73024601
165,2496.51420311
168,3764.31856328
169,4037.32845973
177,2981.86489479
178,3684.10907254
184,2230.7233203
194,9318.72013777
198,1722.67704886
203,3483.99538878
211,2425.38947808
217,1258.1173084
219,1266.58084556
221,5292.99459606
227,1866.14910927
230,1479.62715678
235,2005.78657355
240,686.806542853
243,2931.14267479
249,6281.23853333
253,2793.20801842
258,1383.69234285
261,1683.98657889
263,3520.09979883
264,2448.68394364
265,4176.84185232
268,1901.50703735
271,1081.31733481
274,6042.08116663
275,698.245210137
279,1457.18480704
282,1614.16952809
286,3448.67730764
288,1072.44570388
294,2080.77697445
296,1028.42582956
297,1471.67456266
300,774.84107272
303,9009.41693437
314,1039.10705497
315,4757.37773679
321,2613.96253576
323,3723.1457492
330,3867.85833065
341,1930.45850143
342,4378.11008401
352,1613.69369969
353,3744.16574625
360,5446.87030937
361,2294.21082254
362,4632.69269269
366,1317.0061412
372,3360.09007779
376,2842.56379116
377,2281.0723835
379,1638.34215524
380,3710.30340717
387,1807.87573299
392,2002.04034357
394,10776.1101269
395,1555.63058055
397,1474.2583613
407,5983.48946374
411,9522.42445756
416,2569.49676381
417,1552.47544652
419,4334.59272264
428,6243.88522159
431,1849.46177712
436,8954.07699749
438,1624.1046031
445,6628.66342678
446,7172.38330598
455,1381.61429313
456,1225.57385596
461,968.40541691
463,1851.73316294
464,3819.17325101
466,1703.11902892
467,1236.98652402
470,1279.67901495
475,1460.00155259
482,3319.43537201
490,3690.59493137
496,1766.86147427
497,4597.73647631
508,2870.97662689
510,1798.34754294
512,1967.05093622
513,3765.33205419
523,1816.17988426
531,5067.69927926
532,2244.86815074
533,1333.85412299
537,1168.49360945
544,4962.21052976
547,2676.75559011
556,8062.06432553
565,1428.4178221
566,1201.88781657
571,1433.13472217
573,1893.06981492
574,917.401452125
581,2071.97479357
585,2145.14435088
589,1748.18477545
597,1880.8738806
601,3296.67504097
602,1805.7943292
613,1456.92029972
616,1413.93670946
619,2206.0042851
622,1822.11866533
623,2125.70893795
629,1682.67049476
634,1519.5572979
